,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,num_epochs,device,trainset
0,0,1,0.9379068672657013,0.6388,6.39652681350708,10.48185396194458,0.01,1000,20,cuda,not_normal
1,0,2,0.5258716071645418,0.7957666666666666,6.253099679946899,16.900601148605347,0.01,1000,20,cuda,not_normal
2,0,3,0.4387570028503736,0.8383666666666667,6.303639888763428,23.314200401306152,0.01,1000,20,cuda,not_normal
3,0,4,0.3954414054751396,0.8545166666666667,6.098325729370117,29.518492460250854,0.01,1000,20,cuda,not_normal
4,0,5,0.3562286257743835,0.8684,6.1704018115997314,35.80286240577698,0.01,1000,20,cuda,not_normal
5,0,6,0.33197830269734063,0.8768,6.2055699825286865,42.10747218132019,0.01,1000,20,cuda,not_normal
6,0,7,0.3181747337182363,0.8817666666666667,6.245359420776367,48.45983290672302,0.01,1000,20,cuda,not_normal
7,0,8,0.308079365392526,0.88605,6.307815074920654,54.87319302558899,0.01,1000,20,cuda,not_normal
8,0,9,0.3026901990175247,0.8874,6.113246202468872,61.0984423160553,0.01,1000,20,cuda,not_normal
9,0,10,0.2896236019829909,0.8927833333333334,6.243769407272339,67.44321060180664,0.01,1000,20,cuda,not_normal
10,0,11,0.27831896419326463,0.8959,6.282652854919434,73.83586287498474,0.01,1000,20,cuda,not_normal
11,0,12,0.2756450116634369,0.8964166666666666,6.207826852798462,80.16018867492676,0.01,1000,20,cuda,not_normal
12,0,13,0.27290237247943877,0.8968666666666667,6.238314390182495,86.5230131149292,0.01,1000,20,cuda,not_normal
13,0,14,0.260214976221323,0.9028,6.153604030609131,92.78361701965332,0.01,1000,20,cuda,not_normal
14,0,15,0.2497353360056877,0.9066666666666666,6.097747564315796,98.99036502838135,0.01,1000,20,cuda,not_normal
15,0,16,0.24647762725750605,0.9077666666666667,6.14867639541626,105.23357391357422,0.01,1000,20,cuda,not_normal
16,0,17,0.2457758622864882,0.9080333333333334,6.508230686187744,111.83780550956726,0.01,1000,20,cuda,not_normal
17,0,18,0.24447804242372512,0.9077666666666667,6.582337379455566,118.54614305496216,0.01,1000,20,cuda,not_normal
18,0,19,0.23716863617300987,0.9104333333333333,6.26439094543457,124.94513607025146,0.01,1000,20,cuda,not_normal
19,0,20,0.23341798633337021,0.9122166666666667,6.3961451053619385,131.45228338241577,0.01,1000,20,cuda,not_normal
20,0,1,0.8493963559468587,0.6818333333333333,8.641436576843262,9.511972665786743,0.01,1000,20,cuda,normal
21,0,2,0.4544663031895955,0.8300666666666666,8.741863250732422,18.372836351394653,0.01,1000,20,cuda,normal
22,0,3,0.37723536243041356,0.86025,8.686841487884521,27.188623428344727,0.01,1000,20,cuda,normal
23,0,4,0.3364595666527748,0.8761,8.513962745666504,35.82511019706726,0.01,1000,20,cuda,normal
24,0,5,0.31264727413654325,0.88325,8.806188106536865,44.75529623031616,0.01,1000,20,cuda,normal
25,0,6,0.29600923508405685,0.8902666666666667,8.47652530670166,53.34785747528076,0.01,1000,20,cuda,normal
26,0,7,0.28791790356238683,0.8926833333333334,8.508979797363281,61.960835695266724,0.01,1000,20,cuda,normal
27,0,8,0.27048283542195956,0.9001333333333333,8.55650806427002,70.63983416557312,0.01,1000,20,cuda,normal
28,0,9,0.2622936884562174,0.9026666666666666,8.491189956665039,79.25198554992676,0.01,1000,20,cuda,normal
29,0,10,0.25418362965186436,0.9047833333333334,8.511945724487305,87.88988780975342,0.01,1000,20,cuda,normal
30,0,11,0.250277870396773,0.9066333333333333,8.501216411590576,96.50510454177856,0.01,1000,20,cuda,normal
31,0,12,0.2413237139582634,0.91,8.793569087982178,105.41067385673523,0.01,1000,20,cuda,normal
32,0,13,0.23685387472311656,0.91255,8.546202182769775,114.06087732315063,0.01,1000,20,cuda,normal
33,0,14,0.23368055125077566,0.9125666666666666,8.585692405700684,122.76357173919678,0.01,1000,20,cuda,normal
34,0,15,0.22868238985538483,0.9147,8.651715278625488,131.52828860282898,0.01,1000,20,cuda,normal
35,0,16,0.22320101385315258,0.9168166666666666,8.524188756942749,140.1694793701172,0.01,1000,20,cuda,normal
36,0,17,0.21891875912745792,0.9175666666666666,8.62534213066101,148.91082310676575,0.01,1000,20,cuda,normal
37,0,18,0.21657439644138018,0.9179333333333334,8.736717224121094,157.7685408592224,0.01,1000,20,cuda,normal
38,0,19,0.20363005250692368,0.9235,8.622713804244995,166.51060891151428,0.01,1000,20,cuda,normal
39,0,20,0.20734629283348718,0.92125,8.656484603881836,175.31209516525269,0.01,1000,20,cuda,normal
